ID,X,Y,Z,TxPowerdBm,Hdirection,VTilt,Active,Alias
40,1249.999996,1299.038099,25.000000,38.375000,60.000000,6.3,1,12
41,999.999996,1732.050800,25.000000,38.375000,60.000000,6.3,1,18
42,499.999996,1732.050801,25.000000,38.375000,60.000000,6.3,1,6
43,-0.000003,1732.050802,25.000000,38.375000,60.000000,6.3,1,5
44,-500.000003,1732.050803,25.000000,38.375000,60.000000,6.3,1,14
45,-1000.000002,1732.050804,25.000000,38.375000,60.000000,6.3,1,8
46,-1250.000001,1299.038104,25.000000,38.375000,60.000000,6.3,1,1
47,-1500.000000,866.025404,25.000000,38.375000,60.000000,6.3,1,6
48,-1749.999999,433.012704,25.000000,38.375000,60.000000,6.3,1,16
49,-1999.999998,0.000004,25.000000,38.375000,60.000000,6.3,1,10
50,-1749.999997,-433.012697,25.000000,38.375000,60.000000,6.3,1,2
51,-1499.999997,-866.025398,25.000000,38.375000,60.000000,6.3,1,1
52,-1249.999996,-1299.038099,25.000000,38.375000,60.000000,6.3,1,18
53,-999.999996,-1732.050800,25.000000,38.375000,60.000000,6.3,1,12
54,-499.999996,-1732.050801,25.000000,38.375000,60.000000,6.3,1,3
55,0.000003,-1732.050802,25.000000,38.375000,60.000000,6.3,1,2
56,500.000003,-1732.050803,25.000000,38.375000,60.000000,6.3,1,8
57,1000.000002,-1732.050804,25.000000,38.375000,60.000000,6.3,1,14
58,1250.000001,-1299.038104,25.000000,38.375000,60.000000,6.3,1,4
59,1500.000000,-866.025404,25.000000,38.375000,60.000000,6.3,1,3
60,1749.999999,-433.012704,25.000000,38.375000,60.000000,6.3,1,10
61,2499.999997,-0.000005,25.000000,38.375000,60.000000,6.3,1,9
62,2249.999997,433.012696,25.000000,38.375000,60.000000,6.3,1,6
63,1999.999996,866.025397,25.000000,38.375000,60.000000,6.3,1,0
64,1749.999996,1299.038098,25.000000,38.375000,60.000000,6.3,1,3
65,1499.999995,1732.050799,25.000000,38.375000,60.000000,6.3,1,11
66,1249.999995,2165.063500,25.000000,38.375000,60.000000,6.3,1,7
67,749.999995,2165.063501,25.000000,38.375000,60.000000,6.3,1,1
68,249.999996,2165.063502,25.000000,38.375000,60.000000,6.3,1,0
69,-250.000004,2165.063503,25.000000,38.375000,60.000000,6.3,1,4
70,-750.000003,2165.063504,25.000000,38.375000,60.000000,6.3,1,13
71,-1250.000003,2165.063505,25.000000,38.375000,60.000000,6.3,1,9
72,-1500.000002,1732.050805,25.000000,38.375000,60.000000,6.3,1,2
73,-1750.000001,1299.038105,25.000000,38.375000,60.000000,6.3,1,0
74,-1999.999999,866.025405,25.000000,38.375000,60.000000,6.3,1,5
75,-2249.999998,433.012705,25.000000,38.375000,60.000000,6.3,1,15
76,-2499.999997,0.000005,25.000000,38.375000,60.000000,6.3,1,11
77,-2249.999997,-433.012696,25.000000,38.375000,60.000000,6.3,1,3
78,-1999.999996,-866.025397,25.000000,38.375000,60.000000,6.3,1,0
79,-1749.999996,-1299.038098,25.000000,38.375000,60.000000,6.3,1,6
80,-1499.999995,-1732.050799,25.000000,38.375000,60.000000,6.3,1,17
81,-1249.999995,-2165.063500,25.000000,38.375000,60.000000,6.3,1,13
82,-749.999995,-2165.063501,25.000000,38.375000,60.000000,6.3,1,4
83,-249.999996,-2165.063502,25.000000,38.375000,60.000000,6.3,1,0
84,250.000004,-2165.063503,25.000000,38.375000,60.000000,6.3,1,1
85,750.000003,-2165.063504,25.000000,38.375000,60.000000,6.3,1,7
86,1250.000003,-2165.063505,25.000000,38.375000,60.000000,6.3,1,15
87,1500.000002,-1732.050805,25.000000,38.375000,60.000000,6.3,1,5
88,1750.000001,-1299.038105,25.000000,38.375000,60.000000,6.3,1,0
89,1999.999999,-866.025405,25.000000,38.375000,60.000000,6.3,1,2
90,2249.999998,-433.012705,25.000000,38.375000,60.000000,6.3,1,9
91,2749.999996,433.012695,25.000000,38.375000,60.000000,6.3,1,18
92,2499.999996,866.025396,25.000000,38.375000,60.000000,6.3,1,1
93,2249.999995,1299.038097,25.000000,38.375000,60.000000,6.3,1,2
94,1999.999995,1732.050798,25.000000,38.375000,60.000000,6.3,1,10
95,999.999994,2598.076201,25.000000,38.375000,60.000000,6.3,1,8
96,499.999995,2598.076202,25.000000,38.375000,60.000000,6.3,1,2
97,-0.000005,2598.076203,25.000000,38.375000,60.000000,6.3,1,3
98,-500.000004,2598.076204,25.000000,38.375000,60.000000,6.3,1,12
99,-1750.000002,2165.063506,25.000000,38.375000,60.000000,6.3,1,10
100,-2000.000001,1732.050806,25.000000,38.375000,60.000000,6.3,1,3
101,-2250.000000,1299.038106,25.000000,38.375000,60.000000,6.3,1,4
102,-2499.999999,866.025406,25.000000,38.375000,60.000000,6.3,1,14
103,-2749.999996,-433.012695,25.000000,38.375000,60.000000,6.3,1,12
104,-2499.999996,-866.025396,25.000000,38.375000,60.000000,6.3,1,4
105,-2249.999995,-1299.038097,25.000000,38.375000,60.000000,6.3,1,5
106,-1999.999995,-1732.050798,25.000000,38.375000,60.000000,6.3,1,16
107,-999.999994,-2598.076201,25.000000,38.375000,60.000000,6.3,1,14
108,-499.999995,-2598.076202,25.000000,38.375000,60.000000,6.3,1,5
109,0.000005,-2598.076203,25.000000,38.375000,60.000000,6.3,1,6
110,500.000004,-2598.076204,25.000000,38.375000,60.000000,6.3,1,18
111,1750.000002,-2165.063506,25.000000,38.375000,60.000000,6.3,1,16
112,2000.000001,-1732.050806,25.000000,38.375000,60.000000,6.3,1,6
113,2250.000000,-1299.038106,25.000000,38.375000,60.000000,6.3,1,1
114,2499.999999,-866.025406,25.000000,38.375000,60.000000,6.3,1,8
115,2999.999995,866.025395,25.000000,38.375000,60.000000,6.3,1,7
116,2749.999995,1299.038096,25.000000,38.375000,60.000000,6.3,1,8
117,2499.999994,1732.050797,25.000000,38.375000,60.000000,6.3,1,9
118,249.999994,3031.088903,25.000000,38.375000,60.000000,6.3,1,10
119,-250.000005,3031.088904,25.000000,38.375000,60.000000,6.3,1,11
120,-2500.000001,1732.050807,25.000000,38.375000,60.000000,6.3,1,12
121,-2749.999999,1299.038107,25.000000,38.375000,60.000000,6.3,1,13
122,-2749.999995,-1299.038096,25.000000,38.375000,60.000000,6.3,1,14
123,-2499.999994,-1732.050797,25.000000,38.375000,60.000000,6.3,1,15
124,-249.999994,-3031.088903,25.000000,38.375000,60.000000,6.3,1,16
125,250.000005,-3031.088904,25.000000,38.375000,60.000000,6.3,1,17
126,2500.000001,-1732.050807,25.000000,38.375000,60.000000,6.3,1,18
127,2749.999999,-1299.038107,25.000000,38.375000,60.000000,6.3,1,7
128,0.000000,0.000000,25.000000,38.375000,180.000000,6.3,1,0
129,499.999999,-0.000001,25.000000,38.375000,180.000000,6.3,1,1
130,249.999999,433.012700,25.000000,38.375000,180.000000,6.3,1,2
131,-250.000001,433.012701,25.000000,38.375000,180.000000,6.3,1,3
132,-499.999999,0.000001,25.000000,38.375000,180.000000,6.3,1,4
133,-249.999999,-433.012700,25.000000,38.375000,180.000000,6.3,1,5
134,250.000001,-433.012701,25.000000,38.375000,180.000000,6.3,1,6
135,999.999999,-0.000002,25.000000,38.375000,180.000000,6.3,1,7
136,749.999998,433.012699,25.000000,38.375000,180.000000,6.3,1,8
137,499.999998,866.025400,25.000000,38.375000,180.000000,6.3,1,9
138,-0.000002,866.025401,25.000000,38.375000,180.000000,6.3,1,10
139,-500.000001,866.025402,25.000000,38.375000,180.000000,6.3,1,11
140,-750.000000,433.012702,25.000000,38.375000,180.000000,6.3,1,12
141,-999.999999,0.000002,25.000000,38.375000,180.000000,6.3,1,13
142,-749.999998,-433.012699,25.000000,38.375000,180.000000,6.3,1,14
143,-499.999998,-866.025400,25.000000,38.375000,180.000000,6.3,1,15
144,0.000002,-866.025401,25.000000,38.375000,180.000000,6.3,1,16
145,500.000001,-866.025402,25.000000,38.375000,180.000000,6.3,1,17
146,750.000000,-433.012702,25.000000,38.375000,180.000000,6.3,1,18
147,1499.999998,-0.000003,25.000000,38.375000,180.000000,6.3,1,11
148,1249.999998,433.012698,25.000000,38.375000,180.000000,6.3,1,14
149,999.999997,866.025399,25.000000,38.375000,180.000000,6.3,1,13
150,749.999997,1299.038100,25.000000,38.375000,180.000000,6.3,1,17
151,249.999997,1299.038101,25.000000,38.375000,180.000000,6.3,1,16
152,-250.000002,1299.038102,25.000000,38.375000,180.000000,6.3,1,15
153,-750.000002,1299.038103,25.000000,38.375000,180.000000,6.3,1,7
154,-1000.000001,866.025403,25.000000,38.375000,180.000000,6.3,1,18
155,-1249.999999,433.012703,25.000000,38.375000,180.000000,6.3,1,17
156,-1499.999998,0.000003,25.000000,38.375000,180.000000,6.3,1,9
157,-1249.999998,-433.012698,25.000000,38.375000,180.000000,6.3,1,8
158,-999.999997,-866.025399,25.000000,38.375000,180.000000,6.3,1,7
159,-749.999997,-1299.038100,25.000000,38.375000,180.000000,6.3,1,11
160,-249.999997,-1299.038101,25.000000,38.375000,180.000000,6.3,1,10
161,250.000002,-1299.038102,25.000000,38.375000,180.000000,6.3,1,9
162,750.000002,-1299.038103,25.000000,38.375000,180.000000,6.3,1,13
163,1000.000001,-866.025403,25.000000,38.375000,180.000000,6.3,1,12
164,1249.999999,-433.012703,25.000000,38.375000,180.000000,6.3,1,11
165,1999.999998,-0.000004,25.000000,38.375000,180.000000,6.3,1,16
166,1749.999997,433.012697,25.000000,38.375000,180.000000,6.3,1,5
167,1499.999997,866.025398,25.000000,38.375000,180.000000,6.3,1,4
168,1249.999996,1299.038099,25.000000,38.375000,180.000000,6.3,1,12
169,999.999996,1732.050800,25.000000,38.375000,180.000000,6.3,1,18
170,499.999996,1732.050801,25.000000,38.375000,180.000000,6.3,1,6
171,-0.000003,1732.050802,25.000000,38.375000,180.000000,6.3,1,5
172,-500.000003,1732.050803,25.000000,38.375000,180.000000,6.3,1,14
173,-1000.000002,1732.050804,25.000000,38.375000,180.000000,6.3,1,8
174,-1250.000001,1299.038104,25.000000,38.375000,180.000000,6.3,1,1
175,-1500.000000,866.025404,25.000000,38.375000,180.000000,6.3,1,6
176,-1749.999999,433.012704,25.000000,38.375000,180.000000,6.3,1,16
177,-1999.999998,0.000004,25.000000,38.375000,180.000000,6.3,1,10
178,-1749.999997,-433.012697,25.000000,38.375000,180.000000,6.3,1,2
179,-1499.999997,-866.025398,25.000000,38.375000,180.000000,6.3,1,1
180,-1249.999996,-1299.038099,25.000000,38.375000,180.000000,6.3,1,18
181,-999.999996,-1732.050800,25.000000,38.375000,180.000000,6.3,1,12
182,-499.999996,-1732.050801,25.000000,38.375000,180.000000,6.3,1,3
183,0.000003,-1732.050802,25.000000,38.375000,180.000000,6.3,1,2
184,500.000003,-1732.050803,25.000000,38.375000,180.000000,6.3,1,8
185,1000.000002,-1732.050804,25.000000,38.375000,180.000000,6.3,1,14
186,1250.000001,-1299.038104,25.000000,38.375000,180.000000,6.3,1,4
187,1500.000000,-866.025404,25.000000,38.375000,180.000000,6.3,1,3
188,1749.999999,-433.012704,25.000000,38.375000,180.000000,6.3,1,10
189,2499.999997,-0.000005,25.000000,38.375000,180.000000,6.3,1,9
190,2249.999997,433.012696,25.000000,38.375000,180.000000,6.3,1,6
191,1999.999996,866.025397,25.000000,38.375000,180.000000,6.3,1,0
192,1749.999996,1299.038098,25.000000,38.375000,180.000000,6.3,1,3
193,1499.999995,1732.050799,25.000000,38.375000,180.000000,6.3,1,11
194,1249.999995,2165.063500,25.000000,38.375000,180.000000,6.3,1,7
195,749.999995,2165.063501,25.000000,38.375000,180.000000,6.3,1,1
196,249.999996,2165.063502,25.000000,38.375000,180.000000,6.3,1,0
197,-250.000004,2165.063503,25.000000,38.375000,180.000000,6.3,1,4
198,-750.000003,2165.063504,25.000000,38.375000,180.000000,6.3,1,13
199,-1250.000003,2165.063505,25.000000,38.375000,180.000000,6.3,1,9
200,-1500.000002,1732.050805,25.000000,38.375000,180.000000,6.3,1,2
201,-1750.000001,1299.038105,25.000000,38.375000,180.000000,6.3,1,0
202,-1999.999999,866.025405,25.000000,38.375000,180.000000,6.3,1,5
203,-2249.999998,433.012705,25.000000,38.375000,180.000000,6.3,1,15
204,-2499.999997,0.000005,25.000000,38.375000,180.000000,6.3,1,11
205,-2249.999997,-433.012696,25.000000,38.375000,180.000000,6.3,1,3
206,-1999.999996,-866.025397,25.000000,38.375000,180.000000,6.3,1,0
207,-1749.999996,-1299.038098,25.000000,38.375000,180.000000,6.3,1,6
208,-1499.999995,-1732.050799,25.000000,38.375000,180.000000,6.3,1,17
209,-1249.999995,-2165.063500,25.000000,38.375000,180.000000,6.3,1,13
210,-749.999995,-2165.063501,25.000000,38.375000,180.000000,6.3,1,4
211,-249.999996,-2165.063502,25.000000,38.375000,180.000000,6.3,1,0
212,250.000004,-2165.063503,25.000000,38.375000,180.000000,6.3,1,1
213,750.000003,-2165.063504,25.000000,38.375000,180.000000,6.3,1,7
214,1250.000003,-2165.063505,25.000000,38.375000,180.000000,6.3,1,15
215,1500.000002,-1732.050805,25.000000,38.375000,180.000000,6.3,1,5
216,1750.000001,-1299.038105,25.000000,38.375000,180.000000,6.3,1,0
217,1999.999999,-866.025405,25.000000,38.375000,180.000000,6.3,1,2
218,2249.999998,-433.012705,25.000000,38.375000,180.000000,6.3,1,9
219,2749.999996,433.012695,25.000000,38.375000,180.000000,6.3,1,18
220,2499.999996,866.025396,25.000000,38.375000,180.000000,6.3,1,1
221,2249.999995,1299.038097,25.000000,38.375000,180.000000,6.3,1,2
222,1999.999995,1732.050798,25.000000,38.375000,180.000000,6.3,1,10
223,999.999994,2598.076201,25.000000,38.375000,180.000000,6.3,1,8
224,499.999995,2598.076202,25.000000,38.375000,180.000000,6.3,1,2
225,-0.000005,2598.076203,25.000000,38.375000,180.000000,6.3,1,3
226,-500.000004,2598.076204,25.000000,38.375000,180.000000,6.3,1,12
227,-1750.000002,2165.063506,25.000000,38.375000,180.000000,6.3,1,10
228,-2000.000001,1732.050806,25.000000,38.375000,180.000000,6.3,1,3
229,-2250.000000,1299.038106,25.000000,38.375000,180.000000,6.3,1,4
230,-2499.999999,866.025406,25.000000,38.375000,180.000000,6.3,1,14
231,-2749.999996,-433.012695,25.000000,38.375000,180.000000,6.3,1,12
232,-2499.999996,-866.025396,25.000000,38.375000,180.000000,6.3,1,4
233,-2249.999995,-1299.038097,25.000000,38.375000,180.000000,6.3,1,5
234,-1999.999995,-1732.050798,25.000000,38.375000,180.000000,6.3,1,16
235,-999.999994,-2598.076201,25.000000,38.375000,180.000000,6.3,1,14
236,-499.999995,-2598.076202,25.000000,38.375000,180.000000,6.3,1,5
237,0.000005,-2598.076203,25.000000,38.375000,180.000000,6.3,1,6
238,500.000004,-2598.076204,25.000000,38.375000,180.000000,6.3,1,18
239,1750.000002,-2165.063506,25.000000,38.375000,180.000000,6.3,1,16
240,2000.000001,-1732.050806,25.000000,38.375000,180.000000,6.3,1,6
241,2250.000000,-1299.038106,25.000000,38.375000,180.000000,6.3,1,1
242,2499.999999,-866.025406,25.000000,38.375000,180.000000,6.3,1,8
243,2999.999995,866.025395,25.000000,38.375000,180.000000,6.3,1,7
244,2749.999995,1299.038096,25.000000,38.375000,180.000000,6.3,1,8
245,2499.999994,1732.050797,25.000000,38.375000,180.000000,6.3,1,9
246,249.999994,3031.088903,25.000000,38.375000,180.000000,6.3,1,10
247,-250.000005,3031.088904,25.000000,38.375000,180.000000,6.3,1,11
248,-2500.000001,1732.050807,25.000000,38.375000,180.000000,6.3,1,12
249,-2749.999999,1299.038107,25.000000,38.375000,180.000000,6.3,1,13
250,-2749.999995,-1299.038096,25.000000,38.375000,180.000000,6.3,1,14
251,-2499.999994,-1732.050797,25.000000,38.375000,180.000000,6.3,1,15
252,-249.999994,-3031.088903,25.000000,38.375000,180.000000,6.3,1,16
253,250.000005,-3031.088904,25.000000,38.375000,180.000000,6.3,1,17
254,2500.000001,-1732.050807,25.000000,38.375000,180.000000,6.3,1,18
255,2749.999999,-1299.038107,25.000000,38.375000,180.000000,6.3,1,7
256,0.000000,0.000000,25.000000,38.375000,300.000000,6.3,1,0
257,499.999999,-0.000001,25.000000,38.375000,300.000000,6.3,1,1
258,249.999999,433.012700,25.000000,38.375000,300.000000,6.3,1,2
259,-250.000001,433.012701,25.000000,38.375000,300.000000,6.3,1,3
260,-499.999999,0.000001,25.000000,38.375000,300.000000,6.3,1,4
261,-249.999999,-433.012700,25.000000,38.375000,300.000000,6.3,1,5
262,250.000001,-433.012701,25.000000,38.375000,300.000000,6.3,1,6
263,999.999999,-0.000002,25.000000,38.375000,300.000000,6.3,1,7
264,749.999998,433.012699,25.000000,38.375000,300.000000,6.3,1,8
265,499.999998,866.025400,25.000000,38.375000,300.000000,6.3,1,9
266,-0.000002,866.025401,25.000000,38.375000,300.000000,6.3,1,10
267,-500.000001,866.025402,25.000000,38.375000,300.000000,6.3,1,11
268,-750.000000,433.012702,25.000000,38.375000,300.000000,6.3,1,12
269,-999.999999,0.000002,25.000000,38.375000,300.000000,6.3,1,13
270,-749.999998,-433.012699,25.000000,38.375000,300.000000,6.3,1,14
271,-499.999998,-866.025400,25.000000,38.375000,300.000000,6.3,1,15
272,0.000002,-866.025401,25.000000,38.375000,300.000000,6.3,1,16
273,500.000001,-866.025402,25.000000,38.375000,300.000000,6.3,1,17
274,750.000000,-433.012702,25.000000,38.375000,300.000000,6.3,1,18
275,1499.999998,-0.000003,25.000000,38.375000,300.000000,6.3,1,11
276,1249.999998,433.012698,25.000000,38.375000,300.000000,6.3,1,14
277,999.999997,866.025399,25.000000,38.375000,300.000000,6.3,1,13
278,749.999997,1299.038100,25.000000,38.375000,300.000000,6.3,1,17
279,249.999997,1299.038101,25.000000,38.375000,300.000000,6.3,1,16
280,-250.000002,1299.038102,25.000000,38.375000,300.000000,6.3,1,15
281,-750.000002,1299.038103,25.000000,38.375000,300.000000,6.3,1,7
282,-1000.000001,866.025403,25.000000,38.375000,300.000000,6.3,1,18
283,-1249.999999,433.012703,25.000000,38.375000,300.000000,6.3,1,17
284,-1499.999998,0.000003,25.000000,38.375000,300.000000,6.3,1,9
285,-1249.999998,-433.012698,25.000000,38.375000,300.000000,6.3,1,8
286,-999.999997,-866.025399,25.000000,38.375000,300.000000,6.3,1,7
287,-749.999997,-1299.038100,25.000000,38.375000,300.000000,6.3,1,11
288,-249.999997,-1299.038101,25.000000,38.375000,300.000000,6.3,1,10
289,250.000002,-1299.038102,25.000000,38.375000,300.000000,6.3,1,9
290,750.000002,-1299.038103,25.000000,38.375000,300.000000,6.3,1,13
291,1000.000001,-866.025403,25.000000,38.375000,300.000000,6.3,1,12
292,1249.999999,-433.012703,25.000000,38.375000,300.000000,6.3,1,11
293,1999.999998,-0.000004,25.000000,38.375000,300.000000,6.3,1,16
294,1749.999997,433.012697,25.000000,38.375000,300.000000,6.3,1,5
295,1499.999997,866.025398,25.000000,38.375000,300.000000,6.3,1,4
296,1249.999996,1299.038099,25.000000,38.375000,300.000000,6.3,1,12
297,999.999996,1732.050800,25.000000,38.375000,300.000000,6.3,1,18
298,499.999996,1732.050801,25.000000,38.375000,300.000000,6.3,1,6
299,-0.000003,1732.050802,25.000000,38.375000,300.000000,6.3,1,5
300,-500.000003,1732.050803,25.000000,38.375000,300.000000,6.3,1,14
301,-1000.000002,1732.050804,25.000000,38.375000,300.000000,6.3,1,8
302,-1250.000001,1299.038104,25.000000,38.375000,300.000000,6.3,1,1
303,-1500.000000,866.025404,25.000000,38.375000,300.000000,6.3,1,6
304,-1749.999999,433.012704,25.000000,38.375000,300.000000,6.3,1,16
305,-1999.999998,0.000004,25.000000,38.375000,300.000000,6.3,1,10
306,-1749.999997,-433.012697,25.000000,38.375000,300.000000,6.3,1,2
307,-1499.999997,-866.025398,25.000000,38.375000,300.000000,6.3,1,1
308,-1249.999996,-1299.038099,25.000000,38.375000,300.000000,6.3,1,18
309,-999.999996,-1732.050800,25.000000,38.375000,300.000000,6.3,1,12
310,-499.999996,-1732.050801,25.000000,38.375000,300.000000,6.3,1,3
311,0.000003,-1732.050802,25.000000,38.375000,300.000000,6.3,1,2
312,500.000003,-1732.050803,25.000000,38.375000,300.000000,6.3,1,8
313,1000.000002,-1732.050804,25.000000,38.375000,300.000000,6.3,1,14
314,1250.000001,-1299.038104,25.000000,38.375000,300.000000,6.3,1,4
315,1500.000000,-866.025404,25.000000,38.375000,300.000000,6.3,1,3
316,1749.999999,-433.012704,25.000000,38.375000,300.000000,6.3,1,10
317,2499.999997,-0.000005,25.000000,38.375000,300.000000,6.3,1,9
318,2249.999997,433.012696,25.000000,38.375000,300.000000,6.3,1,6
319,1999.999996,866.025397,25.000000,38.375000,300.000000,6.3,1,0
320,1749.999996,1299.038098,25.000000,38.375000,300.000000,6.3,1,3
321,1499.999995,1732.050799,25.000000,38.375000,300.000000,6.3,1,11
322,1249.999995,2165.063500,25.000000,38.375000,300.000000,6.3,1,7
323,749.999995,2165.063501,25.000000,38.375000,300.000000,6.3,1,1
324,249.999996,2165.063502,25.000000,38.375000,300.000000,6.3,1,0
325,-250.000004,2165.063503,25.000000,38.375000,300.000000,6.3,1,4
326,-750.000003,2165.063504,25.000000,38.375000,300.000000,6.3,1,13
327,-1250.000003,2165.063505,25.000000,38.375000,300.000000,6.3,1,9
328,-1500.000002,1732.050805,25.000000,38.375000,300.000000,6.3,1,2
329,-1750.000001,1299.038105,25.000000,38.375000,300.000000,6.3,1,0
330,-1999.999999,866.025405,25.000000,38.375000,300.000000,6.3,1,5
331,-2249.999998,433.012705,25.000000,38.375000,300.000000,6.3,1,15
332,-2499.999997,0.000005,25.000000,38.375000,300.000000,6.3,1,11
333,-2249.999997,-433.012696,25.000000,38.375000,300.000000,6.3,1,3
334,-1999.999996,-866.025397,25.000000,38.375000,300.000000,6.3,1,0
335,-1749.999996,-1299.038098,25.000000,38.375000,300.000000,6.3,1,6
336,-1499.999995,-1732.050799,25.000000,38.375000,300.000000,6.3,1,17
337,-1249.999995,-2165.063500,25.000000,38.375000,300.000000,6.3,1,13
338,-749.999995,-2165.063501,25.000000,38.375000,300.000000,6.3,1,4
339,-249.999996,-2165.063502,25.000000,38.375000,300.000000,6.3,1,0
340,250.000004,-2165.063503,25.000000,38.375000,300.000000,6.3,1,1
341,750.000003,-2165.063504,25.000000,38.375000,300.000000,6.3,1,7
342,1250.000003,-2165.063505,25.000000,38.375000,300.000000,6.3,1,15
343,1500.000002,-1732.050805,25.000000,38.375000,300.000000,6.3,1,5
344,1750.000001,-1299.038105,25.000000,38.375000,300.000000,6.3,1,0
345,1999.999999,-866.025405,25.000000,38.375000,300.000000,6.3,1,2
346,2249.999998,-433.012705,25.000000,38.375000,300.000000,6.3,1,9
347,2749.999996,433.012695,25.000000,38.375000,300.000000,6.3,1,18
348,2499.999996,866.025396,25.000000,38.375000,300.000000,6.3,1,1
349,2249.999995,1299.038097,25.000000,38.375000,300.000000,6.3,1,2
350,1999.999995,1732.050798,25.000000,38.375000,300.000000,6.3,1,10
351,999.999994,2598.076201,25.000000,38.375000,300.000000,6.3,1,8
352,499.999995,2598.076202,25.000000,38.375000,300.000000,6.3,1,2
353,-0.000005,2598.076203,25.000000,38.375000,300.000000,6.3,1,3
354,-500.000004,2598.076204,25.000000,38.375000,300.000000,6.3,1,12
355,-1750.000002,2165.063506,25.000000,38.375000,300.000000,6.3,1,10
356,-2000.000001,1732.050806,25.000000,38.375000,300.000000,6.3,1,3
357,-2250.000000,1299.038106,25.000000,38.375000,300.000000,6.3,1,4
358,-2499.999999,866.025406,25.000000,38.375000,300.000000,6.3,1,14
359,-2749.999996,-433.012695,25.000000,38.375000,300.000000,6.3,1,12
360,-2499.999996,-866.025396,25.000000,38.375000,300.000000,6.3,1,4
361,-2249.999995,-1299.038097,25.000000,38.375000,300.000000,6.3,1,5
362,-1999.999995,-1732.050798,25.000000,38.375000,300.000000,6.3,1,16
363,-999.999994,-2598.076201,25.000000,38.375000,300.000000,6.3,1,14
364,-499.999995,-2598.076202,25.000000,38.375000,300.000000,6.3,1,5
365,0.000005,-2598.076203,25.000000,38.375000,300.000000,6.3,1,6
366,500.000004,-2598.076204,25.000000,38.375000,300.000000,6.3,1,18
367,1750.000002,-2165.063506,25.000000,38.375000,300.000000,6.3,1,16
368,2000.000001,-1732.050806,25.000000,38.375000,300.000000,6.3,1,6
369,2250.000000,-1299.038106,25.000000,38.375000,300.000000,6.3,1,1
370,2499.999999,-866.025406,25.000000,38.375000,300.000000,6.3,1,8
371,2999.999995,866.025395,25.000000,38.375000,300.000000,6.3,1,7
372,2749.999995,1299.038096,25.000000,38.375000,300.000000,6.3,1,8
373,2499.999994,1732.050797,25.000000,38.375000,300.000000,6.3,1,9
374,249.999994,3031.088903,25.000000,38.375000,300.000000,6.3,1,10
